house_id,house_size,bedrooms,bathrooms,lot_size,year_built,stories,garage_cars,location,condition,has_pool,sale_date,price
H-1488,743,4,2.5,2427.0,1958.0,3,1.0,Industrial,Fair,No,2020-12-04,110344
H-1489,884,3,4.0,2624.0,1969.0,2,1.0,Suburbs,Average,No,2022-07-07,207210
H-1490,2557,2,3.0,,1967.0,2,2.0,Downtown,Average,No,2022-07-18,448165
H-1491,1468,1,1.0,4234.0,1979.0,2,3.0,Waterfront,Excellent,No,2020-05-06,442808
H-1492,3334,1,1.5,11091.0,2014.0,1,1.0,Industrial,Average,Yes,2022-02-03,309186
H-1493,1461,4,3.0,2346.0,1973.0,1,2.0,Suburbs,Good,No,2022-02-10,279659
H-1494,1910,2,3.0,2918.0,1996.0,2,1.0,Downtown,Average,Yes,2021-06-18,380695
H-1495,2725,3,2.5,7208.0,1993.0,3,1.0,Suburbs,Good,No,2021-04-08,443746
H-1496,3003,4,2.5,5494.0,1978.0,3,3.0,Downtown,Good,Yes,2021-01-10,605429
H-1497,3036,3,1.0,9596.0,2017.0,2,0.0,Waterfront,Good,No,2020-01-10,747657
H-1498,2525,1,3.0,5138.0,1966.0,2,2.0,Rural,Fair,No,2020-01-04,207208
H-1499,2414,4,3.0,6233.0,1954.0,3,0.0,Suburbs,Average,No,2022-09-14,340503
H-1500,2155,1,2.0,4297.0,1999.0,2,2.0,Waterfront,Good,No,2021-05-02,520645
H-1501,2267,4,3.0,6509.0,1989.0,2,2.0,Rural,Average,No,2020-10-08,283295
H-1502,1469,5,2.0,2629.0,1995.0,2,3.0,Industrial,Excellent,No,2023-02-20,232305
H-1503,1309,3,1.0,2039.0,2000.0,2,1.0,Industrial,Fair,Yes,2022-06-04,88055
H-1504,1797,3,2.0,2925.0,1960.0,2,1.0,Downtown,Average,No,2024-03-11,365318
H-1505,1697,3,1.5,6593.0,1961.0,2,2.0,Downtown,Good,No,2023-10-23,417022
H-1506,1528,3,2.0,2835.0,1962.0,2,1.0,Suburbs,Good,No,2023-05-01,253499
H-1507,2217,5,2.0,7252.0,2013.0,1,2.0,Industrial,Poor,No,2020-07-30,170926
H-1508,2373,5,2.5,3962.0,1957.0,2,2.0,Industrial,Average,No,2023-01-20,195398
H-1509,1853,3,2.5,3280.0,2014.0,2,1.0,Suburbs,Good,No,2023-03-07,334790
H-1510,2686,4,2.0,7446.0,1958.0,1,2.0,Downtown,Average,No,2023-07-01,502604
H-1511,1114,5,1.0,2965.0,1951.0,3,,Downtown,Good,No,2021-03-16,321196
H-1512,1683,5,2.5,6528.0,1962.0,1,3.0,Rural,Excellent,No,2022-12-07,320494
H-1513,1369,3,2.0,5287.0,1951.0,2,2.0,Suburbs,Fair,Yes,2022-10-31,252080
H-1514,680,3,2.0,2345.0,2017.0,3,1.0,Suburbs,Good,Yes,2021-10-07,161287
H-1515,1750,3,3.5,5259.0,1997.0,1,1.0,Suburbs,Fair,Yes,2023-01-15,253248
H-1516,1726,5,3.0,4552.0,2023.0,2,1.0,Rural,Average,No,2020-05-25,257227
H-1517,2708,2,3.5,6473.0,1952.0,2,1.0,Waterfront,Good,No,2022-12-13,587698
H-1518,2178,4,2.5,8423.0,2017.0,1,3.0,Suburbs,Fair,No,2022-10-11,355194
H-1519,1185,3,1.5,3563.0,1955.0,3,0.0,Suburbs,Good,No,2020-12-18,250937
H-1520,2912,3,3.0,8583.0,1954.0,1,1.0,Rural,Average,No,2023-10-01,269304
H-1521,2532,3,2.0,5265.0,1952.0,2,0.0,Industrial,Fair,Yes,2024-01-03,179592
H-1522,2149,6,2.0,3474.0,1959.0,1,1.0,Suburbs,Poor,No,2020-12-18,250757
H-1523,1664,2,1.0,6427.0,1992.0,1,0.0,Suburbs,Excellent,No,2020-05-07,328550
H-1524,1224,4,3.0,2796.0,1968.0,3,2.0,Suburbs,Excellent,No,2022-10-07,277769
H-1525,1576,2,1.5,4107.0,1963.0,2,2.0,Suburbs,Average,Yes,2022-03-14,273449
H-1526,2453,2,3.5,,1970.0,1,1.0,Downtown,Good,Yes,2021-12-16,490174
H-1527,2930,3,3.5,10525.0,1992.0,2,1.0,Suburbs,Average,No,2023-06-27,452571
H-1528,2725,3,2.5,4275.0,1977.0,2,2.0,Suburbs,Excellent,No,2024-06-11,478424
H-1529,1506,3,3.0,5398.0,1970.0,3,2.0,Rural,Average,No,2022-03-10,212809
H-1530,1128,3,2.5,2087.0,1985.0,2,0.0,Downtown,Good,Yes,2020-01-11,319529
H-1531,1884,2,3.0,7001.0,,3,3.0,Downtown,Fair,No,2022-09-25,347304
H-1532,738,3,2.0,2453.0,2003.0,2,2.0,Suburbs,Fair,No,2022-12-30,196895
H-1533,1993,5,3.0,3809.0,1987.0,2,2.0,Suburbs,Excellent,No,2023-10-18,457331
H-1534,1711,5,2.5,4986.0,1966.0,3,3.0,Suburbs,Fair,No,2020-11-29,264235
H-1535,1520,3,3.5,3468.0,1971.0,1,2.0,Waterfront,Good,No,2022-05-27,443953
H-1536,843,4,2.5,1640.0,1994.0,1,2.0,Downtown,Good,No,2022-01-18,298902
H-1537,2108,5,2.5,7689.0,2023.0,2,3.0,Suburbs,Good,No,2023-01-17,442035
H-1538,1480,1,3.0,3713.0,2010.0,1,1.0,Suburbs,,Yes,2020-04-17,199582
H-1539,1098,4,3.0,2741.0,1960.0,1,3.0,Waterfront,Average,No,2024-01-19,352404
H-1540,400,5,2.5,769.0,2010.0,2,1.0,Suburbs,Excellent,No,2022-05-05,186861
H-1541,1783,2,1.5,4382.0,1987.0,2,1.0,Suburbs,Poor,No,2024-01-08,196007
H-1542,2863,2,2.5,10533.0,2015.0,2,2.0,Suburbs,Good,No,2021-07-23,534688
H-1543,2796,5,4.0,6732.0,1982.0,2,3.0,Suburbs,Poor,Yes,2022-12-29,343995
H-1544,1525,3,3.0,5915.0,1992.0,1,2.0,Rural,Good,Yes,2024-05-20,251903
H-1545,1438,1,3.0,5558.0,1980.0,2,1.0,Suburbs,Fair,No,2024-04-28,213967
H-1546,2081,3,1.0,3875.0,1984.0,2,2.0,Waterfront,Average,Yes,2024-04-29,535478
H-1547,1200,3,2.5,2331.0,1986.0,1,2.0,Suburbs,Fair,No,2020-03-12,180593
H-1548,1981,4,2.5,7243.0,1996.0,3,1.0,Industrial,Poor,No,2021-11-05,106943
H-1549,2259,4,3.0,5606.0,1972.0,2,3.0,Suburbs,Fair,No,2020-04-11,329227
H-1550,2536,6,1.0,3831.0,1985.0,3,1.0,Waterfront,Average,Yes,2021-06-02,610248
H-1551,1739,3,3.5,3799.0,1989.0,1,1.0,Suburbs,Fair,Yes,2020-10-19,288179
H-1552,1677,3,2.5,5021.0,1964.0,2,1.0,Suburbs,Average,No,2022-11-04,312072
H-1553,1273,3,1.5,4453.0,1986.0,2,2.0,Suburbs,Excellent,No,2023-07-30,254915
H-1554,1303,3,2.0,2389.0,1953.0,2,2.0,Waterfront,Fair,No,2022-05-09,278034
H-1555,1664,2,2.0,2955.0,1971.0,2,1.0,Suburbs,Average,No,2023-08-24,251719
H-1556,2020,6,2.5,7686.0,1971.0,3,2.0,Suburbs,Good,No,2020-01-22,371960
H-1557,2348,5,1.0,7931.0,1966.0,2,1.0,Downtown,Average,Yes,2023-10-05,478044
H-1558,1318,3,1.5,3920.0,2021.0,2,2.0,Industrial,Average,No,2020-10-25,177334
H-1559,2695,4,3.0,9224.0,1987.0,3,2.0,Suburbs,Average,No,2022-02-10,472839
H-1560,1637,3,1.5,4210.0,1973.0,2,1.0,Suburbs,Average,No,2022-01-10,268350
H-1561,1787,3,2.0,6068.0,1955.0,2,2.0,Industrial,Good,No,2024-01-01,215183
H-1562,1351,4,2.5,3282.0,2017.0,1,2.0,Industrial,Average,No,2024-06-05,177664
H-1563,400,3,2.5,844.0,1955.0,3,2.0,Suburbs,Fair,No,2021-03-03,133451
H-1564,2330,6,3.0,7741.0,1975.0,2,2.0,Waterfront,Good,No,2020-04-22,642847
H-1565,2242,4,2.0,5715.0,1990.0,2,2.0,Suburbs,Average,No,2022-12-24,358859
H-1566,1631,3,3.0,6448.0,1987.0,1,3.0,Downtown,Good,No,2022-04-21,469984
H-1567,1840,4,2.5,4367.0,1992.0,2,1.0,Waterfront,Excellent,Yes,2022-08-04,567514
H-1568,2109,2,1.5,8023.0,2002.0,2,2.0,Rural,Average,Yes,2020-03-18,261984
H-1569,862,3,1.5,3303.0,1964.0,2,0.0,Suburbs,Excellent,No,2023-07-21,182660
H-1570,1482,3,2.0,3119.0,2005.0,2,0.0,Downtown,Average,No,2021-01-23,336004
H-1571,2276,3,2.0,7955.0,2005.0,1,1.0,Suburbs,Average,No,2021-07-14,374287
H-1572,1047,4,3.0,2704.0,1980.0,2,3.0,Rural,Good,No,2021-01-17,192064
H-1573,1976,3,2.5,7496.0,2006.0,2,2.0,Industrial,Average,No,2024-05-02,227993
H-1574,986,4,2.0,2588.0,2000.0,1,1.0,Suburbs,Fair,No,2020-10-09,169049
H-1575,2079,4,1.5,6987.0,1973.0,2,1.0,Waterfront,Excellent,No,2023-05-10,616969
H-1576,1778,3,2.0,4742.0,2007.0,2,3.0,Suburbs,Average,No,2021-02-15,301793
H-1577,830,4,2.5,1717.0,2022.0,3,2.0,Rural,Fair,No,2021-12-12,163816
H-1578,2498,3,2.0,4991.0,1953.0,1,1.0,Downtown,Fair,No,2024-07-25,389942
H-1579,1359,3,2.5,3483.0,1959.0,1,3.0,Suburbs,Average,No,2020-06-17,187824
H-1580,1313,3,1.5,,2012.0,2,2.0,Suburbs,Good,No,2024-01-15,243152
H-1581,1920,3,3.0,5784.0,2022.0,2,1.0,Industrial,Excellent,Yes,2024-05-02,264909
H-1582,2489,1,3.5,8018.0,1964.0,1,2.0,Suburbs,Good,No,2023-03-14,403384
H-1583,1190,4,2.0,2624.0,2012.0,2,3.0,Suburbs,Average,Yes,2020-01-17,255627
H-1584,1837,3,2.5,4966.0,,2,3.0,Waterfront,Excellent,Yes,2023-10-06,563012
H-1585,2057,3,4.0,3313.0,2012.0,2,0.0,Suburbs,Fair,No,2024-01-16,310186
H-1586,2215,5,2.0,7849.0,2005.0,2,1.0,Suburbs,Average,Yes,2024-06-30,424533
H-1587,1905,4,2.5,7571.0,1970.0,3,1.0,Suburbs,Excellent,No,2023-11-06,410410
H-1588,1579,5,1.0,3974.0,1983.0,1,2.0,Waterfront,Good,No,2022-01-15,446186
H-1589,1303,2,2.5,1990.0,1966.0,1,2.0,Suburbs,Average,No,2023-02-26,245023
H-1590,1851,4,1.0,3562.0,1967.0,1,1.0,Downtown,Excellent,No,2022-03-23,401492
H-1591,1156,5,4.0,3619.0,2015.0,2,2.0,Suburbs,Fair,No,2021-08-13,244659
H-1592,400,4,3.0,1212.0,2000.0,2,2.0,Industrial,Fair,No,2022-11-14,94968
H-1593,2061,4,3.0,7150.0,2014.0,2,2.0,Downtown,Poor,No,2023-07-12,331769
H-1594,2342,3,3.0,4999.0,1992.0,1,3.0,Suburbs,Average,No,2022-11-30,391444
H-1595,400,2,2.5,1363.0,2006.0,1,2.0,Rural,Fair,No,2023-10-15,88393
H-1596,1194,3,2.0,3844.0,1959.0,2,1.0,Downtown,Average,Yes,2020-10-22,257620
H-1597,2171,3,3.5,5008.0,1986.0,1,2.0,Suburbs,Average,No,2021-09-17,366534
H-1598,3034,5,4.0,8688.0,1997.0,3,2.0,Industrial,Average,Yes,2021-06-07,288017
H-1599,1812,3,2.5,3385.0,2018.0,1,1.0,Downtown,Good,No,2020-11-20,450814
H-1600,1363,5,3.5,3586.0,2005.0,1,2.0,Rural,Good,No,2022-01-11,235861
H-1601,1690,5,2.5,6258.0,1985.0,1,0.0,Waterfront,Fair,No,2024-05-05,413392
H-1602,2624,3,2.5,6699.0,1980.0,2,0.0,Suburbs,Poor,No,2022-06-19,268895
H-1603,1412,3,2.5,5081.0,2004.0,2,1.0,Suburbs,Average,Yes,2021-04-24,235332
H-1604,1320,5,2.0,3927.0,1987.0,3,3.0,Industrial,Average,No,2021-08-15,167934
H-1605,1510,5,1.0,2989.0,2022.0,2,2.0,Rural,Average,No,2022-10-23,245875
H-1606,1228,3,2.0,3625.0,1964.0,1,0.0,Downtown,Average,No,2021-08-13,288578
H-1607,1873,3,2.5,5178.0,1965.0,2,3.0,Suburbs,,Yes,2022-06-20,348589
H-1608,2774,3,2.0,6925.0,2002.0,2,2.0,Rural,Poor,No,2021-04-03,214951
H-1609,1993,4,2.0,3585.0,2005.0,2,2.0,Suburbs,Average,No,2021-08-02,333525
H-1610,1648,3,4.0,4188.0,1956.0,2,1.0,Suburbs,Excellent,Yes,2023-03-27,345270
H-1611,1624,4,2.0,2731.0,2006.0,1,1.0,Industrial,Fair,No,2022-09-05,144896
H-1612,862,2,2.5,1505.0,2004.0,1,2.0,Suburbs,Good,Yes,2020-06-05,181333
H-1613,2329,1,1.5,5915.0,2001.0,2,2.0,Waterfront,Average,No,2024-06-17,483405
H-1614,1753,3,1.0,3967.0,1953.0,2,2.0,Rural,Average,No,2020-03-23,191186
H-1615,1691,3,3.0,6449.0,1992.0,2,2.0,Downtown,Average,Yes,2020-05-18,427786
H-1616,3715,3,2.5,9061.0,1989.0,2,2.0,Rural,Excellent,No,2023-03-20,434568
H-1617,1979,3,3.0,6718.0,1979.0,2,1.0,Suburbs,Excellent,No,2023-03-31,425164
H-1618,1348,3,1.5,3808.0,1959.0,2,2.0,Suburbs,Good,No,2020-02-01,245974
H-1619,1544,2,2.5,5033.0,1956.0,1,2.0,Suburbs,Average,No,2022-12-11,253151
H-1620,2489,3,2.0,5352.0,1985.0,3,0.0,Suburbs,Good,No,2020-02-25,357469
H-1621,1867,6,2.0,7196.0,1984.0,2,1.0,Rural,Average,No,2024-05-27,257858
H-1622,937,3,1.0,2647.0,1988.0,2,2.0,Industrial,Poor,No,2023-03-11,55940
H-1623,2351,3,1.5,8412.0,1985.0,2,3.0,Waterfront,Good,No,2020-11-08,586709
H-1624,1399,4,2.0,3375.0,1969.0,2,1.0,Suburbs,Fair,No,2020-09-21,177429
H-1625,2923,6,1.5,5116.0,1998.0,2,1.0,Rural,Fair,Yes,2022-08-11,332845
H-1626,2448,3,4.0,7795.0,2008.0,3,0.0,Downtown,Fair,No,2022-11-26,454419
H-1627,1531,4,2.0,2326.0,1998.0,2,3.0,Downtown,Fair,No,2023-10-23,311862
H-1628,2568,4,1.5,6903.0,1975.0,2,2.0,Downtown,Average,Yes,2024-02-21,515898
H-1629,1840,4,1.5,3646.0,1985.0,2,3.0,Suburbs,Average,No,2021-10-19,309921
H-1630,2311,2,2.5,7091.0,1992.0,1,3.0,Downtown,Average,No,2023-11-13,486513
H-1631,2090,4,1.0,8252.0,1992.0,2,1.0,Suburbs,Good,Yes,2022-06-26,375063
H-1632,1292,2,3.5,3438.0,1982.0,1,1.0,Suburbs,Good,No,2022-02-26,236392
H-1633,1413,4,4.0,5007.0,1994.0,2,2.0,Suburbs,Good,No,2023-03-16,320881
H-1634,2417,4,2.0,6693.0,1994.0,2,0.0,Industrial,Good,No,2020-06-21,287983
H-1635,1599,3,2.5,4380.0,1964.0,2,1.0,Industrial,Fair,No,2021-03-20,97424
H-1636,1557,4,1.0,5957.0,1966.0,1,1.0,Rural,Poor,No,2023-09-29,106584
H-1637,1226,1,2.5,4566.0,1961.0,2,2.0,Suburbs,Fair,No,2022-04-23,184415
H-1638,2054,4,2.0,7116.0,1971.0,2,2.0,Rural,Good,No,2024-02-29,281044
H-1639,3037,3,2.0,6804.0,1972.0,2,1.0,Rural,Excellent,No,2020-05-28,419200
H-1640,1159,3,2.0,,1961.0,2,2.0,Rural,Fair,No,2021-06-08,135523
H-1641,1814,2,3.0,3736.0,2017.0,2,1.0,Downtown,Good,No,2021-08-18,396021
H-1642,2647,5,2.0,6908.0,2000.0,1,2.0,Suburbs,Fair,No,2021-12-08,411385
H-1643,1752,2,1.5,4748.0,1962.0,1,2.0,Suburbs,Fair,No,2024-07-09,227346
H-1644,2071,2,3.0,7412.0,2006.0,2,1.0,Suburbs,Average,No,2021-06-04,350282
H-1645,1162,3,2.5,4345.0,2004.0,2,2.0,Suburbs,Good,No,2022-05-18,219355
H-1646,2056,4,3.5,5215.0,1977.0,3,2.0,Rural,Good,No,2022-06-16,286268
H-1647,1687,3,1.5,2605.0,1993.0,2,0.0,Rural,Good,No,2023-07-14,173557
H-1648,2391,2,3.0,8737.0,1968.0,2,1.0,Downtown,Average,No,2022-05-16,480722
H-1649,2512,3,3.0,4862.0,1995.0,1,3.0,Suburbs,Poor,Yes,2022-10-11,289338
H-1650,3353,3,1.5,10242.0,1952.0,2,0.0,Rural,Excellent,No,2023-06-15,375424
H-1651,2147,3,3.0,3354.0,1969.0,1,2.0,Downtown,Good,No,2020-06-18,457104
H-1652,1995,3,2.0,4985.0,1974.0,2,2.0,Downtown,Average,Yes,2024-05-31,398309
H-1653,1916,4,3.5,7596.0,2005.0,1,1.0,Waterfront,Good,No,2023-11-17,558785
H-1654,1588,3,1.5,2781.0,2010.0,1,1.0,Suburbs,Fair,Yes,2021-10-12,248196
H-1655,2003,3,2.5,5126.0,2004.0,1,3.0,Waterfront,Good,No,2023-05-04,560620
H-1656,1622,3,2.0,3678.0,1984.0,1,1.0,Waterfront,Poor,No,2023-06-30,269003
H-1657,1901,6,4.0,7152.0,2008.0,2,2.0,Waterfront,Fair,Yes,2023-11-24,510436
H-1658,2590,5,2.0,9513.0,1988.0,1,2.0,Downtown,Fair,Yes,2020-11-11,503269
H-1659,1196,4,4.0,2504.0,2006.0,3,2.0,Downtown,Good,No,2023-03-23,360194
H-1660,2483,3,3.5,4228.0,2016.0,2,3.0,Suburbs,Good,No,2020-02-25,482496
H-1661,2590,2,2.0,7945.0,1983.0,2,2.0,Downtown,Fair,No,2020-07-12,427521
H-1662,1729,3,3.0,4047.0,1990.0,2,2.0,Suburbs,Fair,No,2023-07-23,253417
H-1663,526,3,4.0,1672.0,1971.0,2,3.0,Rural,Average,Yes,2023-09-22,134062
H-1664,1435,3,2.0,2267.0,1976.0,1,3.0,Industrial,Average,No,2022-09-18,147564
H-1665,2578,4,2.0,4726.0,1970.0,3,3.0,Waterfront,Good,No,2022-08-31,635610
H-1666,1786,5,2.5,5743.0,1990.0,2,2.0,Suburbs,Poor,No,2023-06-08,238993
H-1667,1200,4,2.0,2437.0,1980.0,1,1.0,Rural,Good,No,2024-02-25,132985
H-1668,1497,3,1.0,5455.0,1976.0,2,2.0,Suburbs,Excellent,No,2021-12-05,286645
H-1669,2304,4,2.0,3793.0,1986.0,2,0.0,Suburbs,Excellent,No,2020-07-11,426585
H-1670,2128,3,2.0,4338.0,2015.0,1,1.0,Waterfront,Fair,No,2023-11-05,436771
H-1671,1656,2,2.0,6618.0,2003.0,3,1.0,Downtown,Excellent,No,2021-07-25,483257
H-1672,1579,4,1.5,4078.0,1958.0,1,3.0,Suburbs,Average,Yes,2020-08-11,260174
H-1673,1564,1,3.5,5094.0,1991.0,2,1.0,Waterfront,Good,No,2022-10-25,385930
H-1674,1246,3,3.0,2437.0,1985.0,3,,Downtown,Good,No,2022-08-25,331415
H-1675,2769,3,1.0,8375.0,1959.0,1,2.0,Industrial,Average,No,2022-03-04,240521
H-1676,1606,4,3.0,5324.0,2008.0,1,1.0,Downtown,Excellent,No,2023-12-10,508960
H-1677,2530,4,3.0,5784.0,1989.0,1,2.0,Waterfront,Good,No,2021-03-31,606869
H-1678,2712,3,4.0,9687.0,2003.0,1,2.0,Suburbs,Average,No,2020-01-23,496575
H-1679,2398,4,1.0,7214.0,1988.0,1,3.0,Downtown,Average,No,2021-06-25,487544
H-1680,1541,3,2.0,3810.0,1956.0,2,0.0,Downtown,Good,No,2020-01-17,343714
H-1681,2042,3,3.5,5909.0,1953.0,2,1.0,Rural,Fair,No,2022-06-28,228847
H-1682,1785,4,3.5,5251.0,1964.0,2,2.0,Waterfront,Poor,No,2021-09-25,349842
H-1683,1257,4,3.0,2405.0,1997.0,2,0.0,Rural,Average,No,2023-09-24,148485
H-1684,1994,6,3.0,4998.0,1955.0,2,1.0,Industrial,Good,No,2023-08-28,213510
H-1685,1092,3,1.0,2575.0,2022.0,2,1.0,Waterfront,Good,No,2021-12-28,345974
H-1686,2512,4,2.5,6285.0,1984.0,2,2.0,Downtown,Fair,No,2020-12-28,450881
H-1687,1521,4,2.0,5175.0,2021.0,2,1.0,Rural,Average,No,2021-12-08,189422
H-1688,1920,5,1.5,5196.0,2020.0,1,2.0,Suburbs,Excellent,No,2022-12-09,441706
H-1689,1969,2,3.0,7582.0,2017.0,3,3.0,Suburbs,Fair,Yes,2020-11-14,299922
H-1690,1644,4,1.5,3673.0,2007.0,2,2.0,Downtown,Average,Yes,2023-07-18,405914
H-1691,2152,4,2.5,5464.0,1968.0,2,1.0,Suburbs,Average,No,2021-07-07,321142
H-1692,1515,3,3.5,5253.0,2011.0,2,2.0,Rural,Good,No,2024-04-09,186868
H-1693,2322,3,1.5,6652.0,2020.0,2,1.0,Suburbs,Excellent,No,2022-05-06,437853
H-1694,992,3,4.0,2844.0,1959.0,1,0.0,Rural,Poor,No,2023-11-19,62344
H-1695,1875,4,4.0,3062.0,1974.0,2,1.0,Industrial,Average,No,2022-10-28,180921
H-1696,2963,5,2.5,7397.0,1993.0,2,2.0,Downtown,Good,No,2022-07-17,676071
H-1697,1199,4,1.5,2610.0,2007.0,1,2.0,Rural,Average,No,2023-02-15,164504
H-1698,1393,4,2.0,,1974.0,3,3.0,Rural,Average,No,2023-09-20,194187
H-1699,2108,3,2.0,4787.0,1989.0,2,3.0,Downtown,Good,No,2022-12-14,457079
H-1700,1907,2,2.0,7077.0,2019.0,1,,Rural,Average,No,2023-08-27,220926
H-1701,2010,3,2.0,6413.0,1959.0,2,2.0,Suburbs,Average,No,2020-11-14,296050
H-1702,2093,3,4.0,4923.0,2015.0,2,0.0,Suburbs,Good,No,2021-04-09,356468
H-1703,2180,3,1.5,6232.0,1974.0,2,2.0,Downtown,Good,No,2021-01-19,457104
H-1704,2465,2,3.0,8877.0,2020.0,2,1.0,Suburbs,Good,No,2023-08-29,419969
H-1705,2045,3,1.0,7583.0,1960.0,2,3.0,Suburbs,Average,No,2020-05-24,266630
H-1706,1655,3,2.5,3146.0,1985.0,2,3.0,Suburbs,Average,No,2023-08-25,292835
H-1707,2203,3,3.5,5174.0,1998.0,1,0.0,Downtown,Good,No,2021-10-13,468657
H-1708,2939,3,2.0,6871.0,1997.0,1,2.0,Waterfront,Average,No,2020-05-13,654637
H-1709,1720,2,1.5,2760.0,1956.0,1,2.0,Waterfront,Good,No,2021-12-11,420100
H-1710,1215,5,3.0,3639.0,2000.0,1,2.0,Suburbs,Average,No,2021-05-18,297911
H-1711,2464,5,3.0,8961.0,1966.0,1,2.0,Suburbs,Good,No,2022-09-17,445130
H-1712,1727,4,3.0,4237.0,1981.0,2,2.0,Downtown,Average,No,2022-03-02,410450
H-1713,496,2,2.0,1661.0,1975.0,2,3.0,Waterfront,Average,No,2021-05-11,217536
H-1714,2308,4,2.0,7083.0,1971.0,1,2.0,Downtown,Average,No,2023-12-14,476061
H-1715,1478,4,4.0,3605.0,1962.0,1,2.0,Downtown,Fair,Yes,2021-11-12,314612
H-1716,1745,4,3.5,3232.0,1961.0,1,2.0,Suburbs,Good,No,2022-02-26,310882
H-1717,1999,2,2.5,6543.0,2020.0,2,3.0,Rural,Poor,Yes,2023-11-18,178495
H-1718,1914,4,3.0,6960.0,1950.0,1,1.0,Suburbs,Fair,No,2020-05-29,274011
H-1719,2225,4,2.5,7152.0,1982.0,2,1.0,Downtown,Average,Yes,2021-10-14,484069
H-1720,1538,4,2.0,2375.0,1963.0,2,2.0,Rural,Fair,No,2021-11-05,149601
H-1721,2107,4,1.5,4299.0,2013.0,2,3.0,Rural,Good,No,2022-04-10,288648
H-1722,1644,3,2.0,2751.0,1992.0,2,1.0,Rural,Excellent,No,2020-06-26,223989
H-1723,2243,3,2.5,6562.0,2007.0,1,2.0,Suburbs,Average,No,2020-06-20,378909
H-1724,2169,1,1.0,7355.0,1990.0,1,0.0,Rural,Poor,No,2021-11-28,111562
H-1725,1238,4,2.0,2199.0,2017.0,1,2.0,Suburbs,Good,No,2020-02-25,255831
H-1726,2451,2,3.0,8813.0,1988.0,1,3.0,Suburbs,Average,No,2021-03-02,420241
H-1727,1478,3,3.0,4269.0,1950.0,1,2.0,Suburbs,Fair,No,2020-12-02,232719
H-1728,2284,3,2.5,7365.0,1990.0,2,2.0,Suburbs,Fair,No,2022-03-30,321117
H-1729,2020,3,3.5,7935.0,1994.0,1,3.0,Suburbs,Good,No,2020-01-19,382722
H-1730,2902,2,1.0,4960.0,1962.0,3,1.0,Downtown,Good,No,2023-02-05,511266
H-1731,1665,4,2.5,6248.0,2020.0,1,3.0,Suburbs,Good,Yes,2023-12-03,317753
H-1732,1590,4,3.0,2886.0,1958.0,2,2.0,Suburbs,Average,No,2023-03-29,281621
H-1733,1788,2,2.5,4438.0,2012.0,2,2.0,Rural,Fair,No,2023-10-01,159003
H-1734,1618,2,2.0,5871.0,1972.0,2,2.0,Downtown,Average,No,2022-12-12,344728
H-1735,2279,2,1.5,8581.0,2003.0,2,2.0,Industrial,Fair,No,2022-04-29,192051
H-1736,830,5,3.5,2295.0,1996.0,2,3.0,Suburbs,Fair,No,2021-01-01,200086
H-1737,1167,3,2.5,3483.0,1988.0,3,3.0,Suburbs,Average,Yes,2021-04-13,258489
H-1738,1159,3,3.5,3790.0,1975.0,2,2.0,Downtown,Excellent,Yes,2021-06-15,360288
H-1739,2370,2,2.5,8489.0,1950.0,1,1.0,Rural,Good,No,2020-03-04,233940
H-1740,2826,4,3.0,5097.0,1963.0,2,1.0,Rural,Excellent,No,2024-03-08,359566
H-1741,1737,5,3.0,6123.0,2023.0,1,2.0,Industrial,Good,Yes,2024-02-16,225465
H-1742,1698,4,3.0,4590.0,2014.0,3,,Suburbs,Excellent,No,2020-06-29,441721
H-1743,1842,4,2.0,4838.0,2018.0,2,2.0,Suburbs,Good,No,2022-07-20,362561
H-1744,2497,2,2.5,6391.0,2016.0,1,3.0,Rural,Average,No,2022-02-21,301420
H-1745,1243,2,3.0,3446.0,1998.0,1,3.0,Rural,Average,No,2023-02-18,192747
H-1746,1943,1,2.0,7505.0,1999.0,1,2.0,Industrial,Good,No,2022-10-06,195884
H-1747,2385,3,2.0,6846.0,2007.0,2,3.0,Suburbs,Average,No,2020-07-27,374627
H-1748,2100,2,1.0,8154.0,2002.0,3,3.0,Rural,Average,No,2023-01-09,256654
H-1749,1913,3,3.5,3731.0,2006.0,1,2.0,Downtown,Average,No,2022-10-16,469012
H-1750,2400,3,1.0,7944.0,1967.0,2,2.0,Suburbs,Average,No,2022-06-08,353270
H-1751,400,5,2.5,1412.0,1965.0,3,2.0,Downtown,Average,No,2021-11-04,226310
H-1752,2206,4,2.0,7054.0,1951.0,1,0.0,Rural,Poor,No,2024-05-17,137323
H-1753,1407,4,2.0,4245.0,1962.0,1,2.0,Rural,Good,No,2023-11-22,192329
H-1754,701,4,3.0,2041.0,1994.0,2,1.0,Downtown,Good,No,2022-09-06,251319
H-1755,2106,2,1.0,7691.0,2021.0,1,1.0,Suburbs,Excellent,No,2020-01-11,377801
H-1756,2624,4,2.5,,1992.0,1,3.0,Suburbs,Average,No,2021-12-24,458658
H-1757,1717,3,3.0,3100.0,2021.0,3,2.0,Suburbs,Good,No,2023-03-18,318873
H-1758,2371,4,3.0,8586.0,2003.0,2,1.0,Downtown,Average,No,2020-07-15,547347
H-1759,2767,3,1.5,7014.0,2023.0,2,2.0,Suburbs,Good,No,2021-11-11,451711
H-1760,2588,6,3.5,5523.0,1980.0,2,3.0,Rural,Average,Yes,2020-11-16,285835
