customer_id,gender,senior_citizen,partner,tenure,internet_service,contract_type,payment_method,monthly_charges,total_charges,support_calls,age,income,signup_date,churn
CUST-03002,Male,0,No,1,No,Month-to-month,Electronic check,66.59,17.25,2.0,29.0,36236.0,2023-06-21,Yes
CUST-03003,Female,0,No,22,Fiber optic,Month-to-month,Electronic check,104.91,2298.74,1.0,36.0,44204.0,2021-10-27,Yes
CUST-03004,Female,1,Yes,27,DSL,One year,Bank transfer,60.53,1689.14,3.0,,75270.0,2020-10-24,No
CUST-03005,Male,0,Yes,5,DSL,One year,Electronic check,62.36,311.84,0.0,49.0,105526.0,2023-01-29,Yes
CUST-03006,Male,0,Yes,41,,Month-to-month,Electronic check,118.33,4852.99,1.0,23.0,69029.0,2024-05-07,Yes
CUST-03007,Male,0,No,58,DSL,Month-to-month,Mailed check,91.29,5305.2,3.0,48.0,52105.0,2019-03-19,No
CUST-03008,Male,0,Yes,40,Fiber optic,Month-to-month,Electronic check,82.22,3226.98,2.0,20.0,120427.0,2018-04-29,Yes
CUST-03009,Male,0,No,8,Fiber optic,Month-to-month,Mailed check,120.0,991.25,1.0,57.0,40631.0,2020-12-20,No
CUST-03010,Male,0,No,21,Fiber optic,One year,Bank transfer,79.69,1610.73,3.0,35.0,90994.0,2019-11-05,No
CUST-03011,Female,0,Yes,59,DSL,Month-to-month,Electronic check,18.0,1015.02,0.0,,41239.0,2022-04-12,No
CUST-03012,Female,1,Yes,9,Fiber optic,Month-to-month,Electronic check,89.98,757.36,2.0,60.0,63488.0,2021-03-04,Yes
CUST-03013,Male,1,No,41,DSL,Month-to-month,Electronic check,18.0,729.24,4.0,23.0,45791.0,2021-03-15,No
CUST-03014,Male,1,No,0,Fiber optic,Month-to-month,Credit card,78.56,0.0,3.0,22.0,,2020-04-11,No
CUST-03015,Female,0,No,0,Fiber optic,Month-to-month,Electronic check,18.0,0.0,1.0,33.0,39087.0,2019-05-09,Yes
CUST-03016,Male,0,Yes,34,DSL,One year,Credit card,50.99,1688.4,0.0,56.0,109854.0,2019-05-16,No
CUST-03017,Male,0,No,34,Fiber optic,Month-to-month,Credit card,54.09,1889.33,1.0,20.0,31578.0,2020-06-25,Yes
CUST-03018,Male,0,No,37,No,Month-to-month,Mailed check,41.9,1592.0,2.0,18.0,31440.0,2022-05-17,No
CUST-03019,Male,0,No,63,No,One year,Bank transfer,54.53,3426.7,1.0,35.0,,2020-02-29,No
CUST-03020,Male,0,Yes,3,DSL,One year,Mailed check,95.98,264.02,0.0,49.0,88142.0,2020-02-03,No
CUST-03021,Female,0,No,6,Fiber optic,Month-to-month,Bank transfer,43.58,,0.0,58.0,15000.0,2020-09-22,No
CUST-03022,Male,0,Yes,56,Fiber optic,Month-to-month,Bank transfer,81.35,4540.09,1.0,35.0,34921.0,2024-05-10,No
CUST-03023,Male,1,Yes,4,Fiber optic,One year,Bank transfer,36.03,74.11,0.0,36.0,16527.0,2018-08-02,No
CUST-03024,Male,0,No,27,Fiber optic,One year,Electronic check,59.32,1553.66,1.0,58.0,27711.0,2019-11-22,No
CUST-03025,Male,0,Yes,18,No,Month-to-month,Bank transfer,74.72,1387.97,0.0,18.0,15000.0,2019-11-16,No
CUST-03026,Female,0,Yes,2,DSL,Month-to-month,Bank transfer,35.1,85.29,2.0,36.0,45152.0,2024-04-02,No
CUST-03027,Female,0,No,8,Fiber optic,Month-to-month,Electronic check,25.65,286.91,0.0,44.0,24706.0,2020-08-12,Yes
CUST-03028,Male,0,Yes,17,DSL,One year,Credit card,79.76,1340.96,2.0,48.0,50814.0,2021-08-21,No
CUST-03029,Female,1,Yes,45,No,One year,Electronic check,98.69,4422.97,1.0,34.0,18488.0,2019-04-10,No
CUST-03030,Female,0,Yes,29,Fiber optic,Month-to-month,Credit card,62.63,1795.88,2.0,42.0,51521.0,2018-01-30,No
CUST-03031,Female,0,No,23,Fiber optic,Month-to-month,Bank transfer,51.28,1163.48,0.0,18.0,38217.0,2020-03-05,Yes
CUST-03032,Male,0,Yes,16,No,Two year,Bank transfer,69.67,1081.72,2.0,32.0,120713.0,2022-02-06,Yes
CUST-03033,Male,0,No,8,Fiber optic,Month-to-month,Credit card,66.66,546.83,1.0,48.0,114326.0,2022-06-09,No
CUST-03034,Female,1,Yes,3,Fiber optic,Month-to-month,Credit card,72.29,218.33,1.0,28.0,78527.0,2022-11-02,Yes
CUST-03035,Male,0,Yes,12,No,One year,Electronic check,18.0,190.5,2.0,42.0,40296.0,2023-07-10,No
CUST-03036,Male,0,No,0,DSL,Month-to-month,Bank transfer,32.93,62.56,1.0,48.0,161333.0,2018-09-28,No
CUST-03037,Female,1,Yes,5,No,One year,Electronic check,39.64,293.03,1.0,37.0,19306.0,2018-07-13,Yes
CUST-03038,Female,0,No,13,DSL,One year,Mailed check,69.53,962.22,1.0,44.0,21117.0,2023-01-20,No
CUST-03039,Male,1,No,13,Fiber optic,Two year,Credit card,70.58,945.45,2.0,28.0,46617.0,2020-10-17,No
CUST-03040,Female,0,Yes,1,DSL,One year,Electronic check,84.09,122.18,3.0,39.0,189552.0,2024-01-29,No
CUST-03041,Female,0,Yes,21,DSL,Month-to-month,Electronic check,72.73,1620.15,2.0,50.0,43416.0,2024-01-20,No
CUST-03042,Male,0,No,19,Fiber optic,One year,Bank transfer,25.98,531.64,4.0,44.0,43916.0,2018-11-28,No
CUST-03043,Male,0,No,1,DSL,Two year,Mailed check,108.41,79.15,1.0,33.0,20637.0,2022-06-08,No
CUST-03044,Male,0,Yes,68,No,Month-to-month,Mailed check,103.16,7034.49,0.0,45.0,86470.0,2018-06-07,No
CUST-03045,Male,0,No,2,DSL,Month-to-month,Bank transfer,27.25,85.81,1.0,52.0,86847.0,2020-08-03,No
CUST-03046,Male,0,Yes,46,DSL,Two year,Bank transfer,74.98,3399.34,2.0,18.0,78703.0,2023-05-27,No
CUST-03047,Male,0,No,0,No,Month-to-month,Mailed check,47.14,0.0,1.0,58.0,33606.0,2020-12-16,No
CUST-03048,Male,0,Yes,51,Fiber optic,Month-to-month,Mailed check,69.17,,1.0,37.0,32079.0,2018-03-20,No
CUST-03049,Male,1,No,0,Fiber optic,Month-to-month,Credit card,96.6,0.0,1.0,47.0,22564.0,2019-07-18,Yes
CUST-03050,Male,0,No,34,DSL,Month-to-month,Credit card,120.0,4017.48,1.0,58.0,51550.0,2018-07-22,No
CUST-03051,Male,0,No,10,Fiber optic,One year,Bank transfer,87.54,866.58,0.0,22.0,25636.0,2020-08-14,No
CUST-03052,Male,0,Yes,32,Fiber optic,Month-to-month,Electronic check,73.85,2380.88,0.0,32.0,24186.0,2022-06-21,Yes
CUST-03053,Male,0,No,12,No,Month-to-month,Mailed check,54.81,589.84,2.0,37.0,38016.0,2022-03-28,Yes
CUST-03054,Female,0,No,1,Fiber optic,One year,Credit card,70.46,64.12,0.0,31.0,36552.0,2022-08-12,No
CUST-03055,Male,0,Yes,35,No,One year,Mailed check,105.79,3760.34,3.0,66.0,35497.0,2020-06-18,No
CUST-03056,Male,0,Yes,1,Fiber optic,Two year,Credit card,63.66,67.09,3.0,30.0,64852.0,2019-09-14,No
CUST-03057,Female,1,Yes,61,Fiber optic,Month-to-month,Mailed check,38.42,,4.0,34.0,51401.0,2018-05-14,No
CUST-03058,Male,0,No,1,Fiber optic,Month-to-month,Credit card,18.0,0.0,2.0,44.0,41237.0,2024-01-16,Yes
CUST-03059,Male,0,No,15,Fiber optic,One year,Electronic check,80.39,1165.35,4.0,25.0,54710.0,2018-10-05,No
CUST-03060,Male,0,No,30,DSL,Month-to-month,Mailed check,72.42,2215.04,1.0,36.0,27040.0,2019-02-22,No
CUST-03061,Female,0,No,11,DSL,Month-to-month,Bank transfer,45.62,520.28,2.0,46.0,52217.0,2018-02-28,No
CUST-03062,Female,0,No,5,DSL,One year,Credit card,95.78,419.62,0.0,37.0,53656.0,2020-01-14,No
CUST-03063,Male,0,Yes,34,Fiber optic,Month-to-month,Bank transfer,52.35,1739.86,1.0,40.0,19893.0,2023-04-03,No
CUST-03064,Male,0,Yes,36,Fiber optic,One year,Electronic check,60.96,2272.79,0.0,34.0,89091.0,2020-02-18,No
CUST-03065,Female,0,Yes,61,Fiber optic,One year,Credit card,64.5,3888.27,1.0,20.0,28886.0,2022-04-10,No
CUST-03066,Male,0,No,11,No,Month-to-month,Bank transfer,54.47,645.89,1.0,46.0,51750.0,2024-03-12,No
CUST-03067,Female,0,Yes,16,Fiber optic,Month-to-month,Electronic check,72.08,1129.37,0.0,66.0,98582.0,2023-09-23,No
CUST-03068,Male,0,No,10,DSL,Month-to-month,Mailed check,99.55,995.34,2.0,42.0,85426.0,2019-02-26,Yes
CUST-03069,Male,1,Yes,7,DSL,Month-to-month,Bank transfer,,229.84,3.0,45.0,50041.0,2020-04-21,No
CUST-03070,Male,1,No,33,DSL,Two year,Mailed check,79.66,2523.73,1.0,51.0,39438.0,2022-10-26,No
CUST-03071,Male,0,No,9,DSL,One year,Credit card,70.16,558.3,1.0,24.0,86552.0,2024-04-09,No
CUST-03072,Male,0,Yes,13,DSL,Month-to-month,Mailed check,69.61,909.25,2.0,65.0,73483.0,2022-08-05,No
CUST-03073,Female,0,No,12,Fiber optic,Month-to-month,Bank transfer,91.16,1057.7,2.0,44.0,33825.0,2019-08-14,No
CUST-03074,Male,0,No,29,DSL,Month-to-month,Electronic check,66.48,1977.75,1.0,64.0,30426.0,2018-11-08,No
CUST-03075,Male,0,Yes,59,DSL,Two year,Mailed check,79.41,4604.88,1.0,31.0,15000.0,2021-03-06,No
CUST-03076,Male,0,Yes,26,No,Two year,Electronic check,86.48,2276.74,2.0,67.0,53767.0,2019-03-29,No
CUST-03077,Female,0,No,15,No,Month-to-month,Electronic check,,679.24,0.0,52.0,46647.0,2019-06-18,No
CUST-03078,Male,1,No,36,Fiber optic,Two year,Electronic check,73.98,2645.67,0.0,49.0,96927.0,2022-01-26,No
CUST-03079,Male,1,No,24,DSL,Month-to-month,Electronic check,57.48,1326.3,1.0,45.0,60805.0,2021-04-21,No
CUST-03080,Male,0,No,1,No,Month-to-month,Electronic check,61.02,156.14,1.0,38.0,,2018-10-10,Yes
CUST-03081,Male,0,No,2,Fiber optic,Month-to-month,Mailed check,55.34,43.71,0.0,58.0,32259.0,2018-12-27,Yes
CUST-03082,Female,0,No,0,DSL,One year,Electronic check,79.13,0.0,2.0,43.0,97041.0,2018-02-15,No
CUST-03083,Male,1,Yes,14,Fiber optic,Month-to-month,Electronic check,67.45,857.96,1.0,18.0,35690.0,2019-05-30,No
CUST-03084,Male,0,Yes,41,DSL,Two year,Credit card,76.84,3230.42,3.0,26.0,78163.0,2023-09-10,No
CUST-03085,Female,0,No,9,No,Month-to-month,Mailed check,64.47,600.29,1.0,39.0,20429.0,2023-02-02,Yes
CUST-03086,Male,0,No,11,No,One year,Mailed check,18.0,204.85,3.0,46.0,56448.0,2020-08-29,No
CUST-03087,Female,0,Yes,57,DSL,Month-to-month,Electronic check,65.94,3832.3,2.0,41.0,15000.0,2022-10-05,No
CUST-03088,Female,1,Yes,43,Fiber optic,Month-to-month,Mailed check,66.91,2884.5,2.0,59.0,41760.0,2020-08-11,No
CUST-03089,Male,0,No,26,Fiber optic,Month-to-month,Bank transfer,72.28,1890.26,4.0,18.0,63844.0,2023-01-30,No
CUST-03090,Male,0,Yes,7,No,Two year,Mailed check,47.19,336.92,2.0,44.0,35861.0,2019-03-03,No
CUST-03091,Female,0,No,2,Fiber optic,One year,Mailed check,29.14,86.46,0.0,18.0,26101.0,2018-12-24,No
CUST-03092,Male,0,No,0,DSL,Month-to-month,Bank transfer,83.74,0.0,1.0,52.0,81444.0,2018-07-02,Yes
CUST-03093,Male,0,No,2,DSL,Month-to-month,Credit card,56.79,102.87,0.0,40.0,46070.0,2019-07-21,Yes
CUST-03094,Male,0,Yes,8,DSL,One year,Credit card,70.14,601.64,0.0,47.0,36543.0,2018-12-09,No
CUST-03095,Male,0,No,19,No,Month-to-month,Electronic check,56.56,1088.51,2.0,29.0,50268.0,2023-02-15,No
CUST-03096,Male,0,No,1,No,Two year,Bank transfer,64.82,59.11,2.0,59.0,238470.0,2019-07-17,No
CUST-03097,Male,0,Yes,3,DSL,Two year,Electronic check,51.52,84.53,1.0,56.0,97939.0,2021-04-24,No
CUST-03098,Male,0,No,4,DSL,One year,Bank transfer,35.96,218.74,0.0,50.0,98473.0,2022-11-07,No
CUST-03099,Female,1,No,23,Fiber optic,One year,Mailed check,79.21,1788.76,2.0,40.0,,2022-05-06,No
CUST-03100,Male,0,Yes,22,Fiber optic,One year,Mailed check,46.91,1081.38,1.0,50.0,54170.0,2019-04-25,No
CUST-03101,Male,0,No,19,DSL,Month-to-month,Bank transfer,69.92,1337.27,1.0,,15000.0,2018-06-30,No
CUST-03102,Male,0,No,6,Fiber optic,Month-to-month,Bank transfer,77.31,399.19,1.0,53.0,32617.0,2023-11-07,No
CUST-03103,Male,1,Yes,11,DSL,Month-to-month,Bank transfer,47.4,584.01,1.0,65.0,36741.0,2021-12-28,No
CUST-03104,Male,0,No,2,DSL,Two year,Electronic check,28.88,70.49,0.0,56.0,15915.0,2022-07-14,No
CUST-03105,Male,0,No,6,Fiber optic,One year,Bank transfer,120.0,786.77,2.0,31.0,24478.0,2020-06-23,Yes
CUST-03106,Male,1,No,54,Fiber optic,Month-to-month,Credit card,49.17,2646.06,3.0,47.0,15000.0,2019-07-21,No
CUST-03107,Female,0,Yes,72,Fiber optic,One year,Electronic check,83.7,,4.0,23.0,47906.0,2021-05-28,No
CUST-03108,Male,0,Yes,25,Fiber optic,Month-to-month,Electronic check,120.0,2911.87,3.0,50.0,80118.0,2018-07-02,No
CUST-03109,Male,0,No,59,Fiber optic,Two year,Bank transfer,88.7,5208.29,0.0,48.0,95231.0,2023-02-18,No
CUST-03110,Female,1,Yes,24,DSL,Month-to-month,Mailed check,55.99,1280.11,4.0,18.0,62872.0,2022-03-14,No
CUST-03111,Male,0,Yes,0,Fiber optic,One year,Bank transfer,62.99,0.0,1.0,25.0,27500.0,2022-11-20,No
CUST-03112,Male,1,Yes,72,No,Month-to-month,Mailed check,40.02,2905.03,1.0,38.0,15379.0,2021-08-26,No
CUST-03113,Female,0,No,2,Fiber optic,One year,Credit card,91.45,152.67,2.0,37.0,17083.0,2021-09-16,No
CUST-03114,Male,0,No,27,Fiber optic,Month-to-month,Credit card,81.99,2256.92,0.0,25.0,22893.0,2021-11-07,No
CUST-03115,Female,0,No,6,DSL,Month-to-month,Electronic check,49.57,254.59,1.0,47.0,28758.0,2023-01-12,No
CUST-03116,Male,1,Yes,11,DSL,One year,Mailed check,33.73,415.29,1.0,45.0,44540.0,2019-06-13,No
CUST-03117,Female,0,Yes,24,DSL,One year,Mailed check,25.36,674.13,2.0,39.0,26675.0,2022-05-16,No
CUST-03118,Male,1,No,13,Fiber optic,Two year,Electronic check,94.6,1280.48,2.0,31.0,60077.0,2021-07-18,No
CUST-03119,Female,0,Yes,6,Fiber optic,One year,Mailed check,68.61,394.45,2.0,56.0,42643.0,2021-03-06,Yes
CUST-03120,Female,0,No,9,No,One year,Bank transfer,71.45,536.78,0.0,65.0,49331.0,2021-06-21,No
CUST-03121,Male,0,Yes,10,Fiber optic,Two year,Credit card,40.31,432.21,2.0,35.0,97163.0,2019-09-30,No
CUST-03122,Female,1,No,72,Fiber optic,Two year,Credit card,21.09,1512.22,0.0,33.0,24145.0,2018-03-28,No
CUST-03123,Male,1,No,38,Fiber optic,One year,Electronic check,93.88,3518.52,0.0,48.0,63020.0,2022-11-14,No
CUST-03124,Female,1,Yes,14,Fiber optic,One year,Bank transfer,66.26,899.83,3.0,36.0,48611.0,2023-11-17,No
CUST-03125,Female,0,Yes,5,Fiber optic,Two year,Mailed check,92.22,532.82,3.0,40.0,40131.0,2021-01-31,No
CUST-03126,Female,1,No,39,Fiber optic,One year,Electronic check,53.42,2026.51,2.0,52.0,83379.0,2023-05-18,No
CUST-03127,Male,0,No,4,Fiber optic,One year,Mailed check,57.9,255.02,2.0,18.0,83067.0,2021-07-24,No
CUST-03128,Female,0,Yes,5,DSL,Month-to-month,Credit card,86.4,,1.0,60.0,27780.0,2023-12-20,Yes
CUST-03129,Female,0,No,10,No,One year,Mailed check,86.97,851.83,5.0,43.0,43945.0,2021-04-06,No
CUST-03130,Male,1,Yes,50,Fiber optic,Month-to-month,Credit card,88.93,4478.73,1.0,36.0,58030.0,2019-04-25,No
CUST-03131,Male,0,No,3,Fiber optic,Month-to-month,Bank transfer,,250.03,0.0,40.0,41614.0,2023-08-01,No
CUST-03132,Female,0,Yes,3,Fiber optic,Two year,Mailed check,83.44,235.52,1.0,41.0,69634.0,2023-02-19,Yes
CUST-03133,Female,0,No,16,Fiber optic,One year,Electronic check,98.27,1560.16,2.0,18.0,58029.0,2020-07-21,No
CUST-03134,Female,0,Yes,7,Fiber optic,Month-to-month,Electronic check,61.86,464.12,3.0,62.0,147198.0,2023-05-27,No
CUST-03135,Male,0,No,20,No,Month-to-month,Bank transfer,49.6,1037.91,3.0,42.0,19571.0,2018-01-22,No
CUST-03136,Male,0,No,14,Fiber optic,Month-to-month,Bank transfer,105.28,1467.53,0.0,48.0,45548.0,2023-02-17,No
CUST-03137,Female,0,No,13,No,Month-to-month,Mailed check,45.37,574.54,1.0,55.0,28421.0,2022-06-01,No
CUST-03138,Male,0,No,2,Fiber optic,Month-to-month,Mailed check,83.88,56.88,0.0,27.0,70436.0,2020-06-08,No
CUST-03139,Male,0,Yes,3,No,Month-to-month,Credit card,63.25,150.85,0.0,48.0,18577.0,2023-01-29,No
CUST-03140,Female,0,Yes,41,Fiber optic,Month-to-month,Electronic check,18.0,681.03,0.0,38.0,60342.0,2018-10-24,Yes
CUST-03141,Male,0,Yes,52,Fiber optic,Two year,Bank transfer,98.86,5174.95,1.0,53.0,33589.0,2019-04-22,Yes
CUST-03142,Male,0,Yes,6,DSL,Month-to-month,Bank transfer,18.0,95.8,3.0,18.0,31555.0,2021-06-04,No
CUST-03143,Male,0,No,2,Fiber optic,Month-to-month,Electronic check,18.0,21.85,1.0,40.0,20580.0,2023-08-27,No
CUST-03144,Male,0,No,1,DSL,Two year,Credit card,,80.37,1.0,33.0,37084.0,2018-11-01,Yes
CUST-03145,Female,0,Yes,22,Fiber optic,One year,Bank transfer,80.81,1734.31,2.0,48.0,93967.0,2021-08-15,No
CUST-03146,Female,0,No,30,Fiber optic,Month-to-month,Electronic check,45.87,1453.76,1.0,48.0,48285.0,2022-10-31,Yes
CUST-03147,Female,0,Yes,11,DSL,Month-to-month,Credit card,69.43,828.64,2.0,32.0,71439.0,2022-10-08,No
CUST-03148,Male,0,Yes,27,Fiber optic,One year,Credit card,18.0,566.91,1.0,,133090.0,2022-01-11,No
CUST-03149,Female,0,Yes,29,Fiber optic,Month-to-month,Bank transfer,86.21,2534.26,2.0,40.0,57426.0,2024-01-14,Yes
CUST-03150,Female,0,No,65,Fiber optic,One year,Mailed check,72.49,4710.38,1.0,29.0,35056.0,2021-02-03,No
CUST-03151,Female,0,No,1,Fiber optic,Month-to-month,Credit card,63.63,144.37,2.0,53.0,64883.0,2023-08-25,No
CUST-03152,Female,0,Yes,5,Fiber optic,Two year,Electronic check,65.63,294.1,1.0,36.0,35363.0,2021-12-22,No
CUST-03153,Male,0,No,1,Fiber optic,One year,Mailed check,79.8,,3.0,18.0,36219.0,2022-09-24,Yes
CUST-03154,Female,0,No,48,Fiber optic,Month-to-month,Electronic check,64.13,3048.16,3.0,36.0,19693.0,2020-12-25,No
CUST-03155,Male,0,Yes,37,No,Month-to-month,Mailed check,18.0,,3.0,27.0,85455.0,2019-01-28,No
CUST-03156,Male,0,No,20,Fiber optic,One year,Credit card,120.0,2361.89,1.0,19.0,38886.0,2018-09-13,No
CUST-03157,Male,0,Yes,2,Fiber optic,Month-to-month,Bank transfer,101.02,194.27,2.0,24.0,54680.0,2022-05-18,No
CUST-03158,Male,0,No,7,DSL,Month-to-month,Bank transfer,26.45,105.06,1.0,43.0,26328.0,2020-06-01,No
CUST-03159,Female,0,Yes,8,No,Month-to-month,Mailed check,54.65,461.25,3.0,60.0,63676.0,2021-08-22,No
CUST-03160,Female,1,No,19,Fiber optic,One year,Credit card,57.92,1024.62,0.0,46.0,31033.0,2022-10-14,No
CUST-03161,Female,0,No,7,Fiber optic,One year,Mailed check,97.37,634.98,3.0,33.0,45025.0,2023-01-17,No
CUST-03162,Female,0,Yes,1,DSL,Month-to-month,Electronic check,18.0,78.86,0.0,48.0,83008.0,2021-04-09,No
CUST-03163,Female,0,Yes,31,No,One year,Bank transfer,50.03,1609.95,1.0,35.0,78783.0,2020-01-07,No
CUST-03164,Female,1,Yes,8,No,One year,Mailed check,18.0,162.72,1.0,32.0,48377.0,2022-12-23,No
CUST-03165,Male,0,Yes,14,Fiber optic,Two year,Electronic check,56.45,804.08,0.0,25.0,16968.0,2020-08-31,Yes
CUST-03166,Female,0,No,3,Fiber optic,Two year,Credit card,50.82,125.91,0.0,18.0,295282.0,2024-01-04,No
CUST-03167,Female,0,No,38,No,Two year,Bank transfer,67.39,2522.17,0.0,36.0,139736.0,2023-04-16,No
CUST-03168,Female,0,Yes,20,Fiber optic,Two year,Credit card,46.85,918.89,2.0,44.0,75629.0,2022-10-17,No
CUST-03169,Female,0,Yes,55,Fiber optic,Month-to-month,Bank transfer,42.47,2260.17,0.0,40.0,31197.0,2019-07-20,Yes
CUST-03170,Male,1,Yes,16,Fiber optic,Month-to-month,Electronic check,83.59,1350.06,1.0,,45791.0,2020-04-29,Yes
CUST-03171,Male,0,Yes,68,Fiber optic,Month-to-month,Electronic check,78.64,5349.96,5.0,28.0,35381.0,2023-06-13,No
CUST-03172,Male,0,No,53,Fiber optic,One year,Credit card,81.54,4274.95,3.0,50.0,104643.0,2018-02-24,Yes
CUST-03173,Male,0,Yes,20,Fiber optic,Month-to-month,Electronic check,59.69,,3.0,23.0,57382.0,2023-01-05,Yes
CUST-03174,Female,0,Yes,65,Fiber optic,One year,Bank transfer,47.85,3140.6,2.0,52.0,,2020-08-04,No
CUST-03175,Female,0,Yes,9,No,Month-to-month,Electronic check,61.43,587.46,2.0,27.0,36958.0,2023-02-16,No
CUST-03176,Male,0,Yes,10,No,Month-to-month,Bank transfer,80.03,775.93,1.0,31.0,96058.0,2021-07-18,No
CUST-03177,Male,1,Yes,1,Fiber optic,Month-to-month,Electronic check,18.0,17.93,3.0,21.0,128034.0,2021-05-19,No
CUST-03178,Female,0,Yes,21,Fiber optic,Two year,Electronic check,76.82,1644.59,2.0,34.0,122638.0,2022-07-02,No
CUST-03179,Male,0,Yes,30,Fiber optic,Month-to-month,Bank transfer,74.27,2235.74,1.0,55.0,77204.0,2023-03-05,No
CUST-03180,Male,0,No,35,Fiber optic,Two year,Electronic check,66.86,2420.2,2.0,49.0,42126.0,2022-06-13,Yes
CUST-03181,Male,0,Yes,3,Fiber optic,Month-to-month,Bank transfer,60.52,171.37,1.0,55.0,15000.0,2020-11-22,No
CUST-03182,Male,0,No,14,Fiber optic,One year,Bank transfer,18.0,226.77,0.0,49.0,58588.0,2020-01-22,No
CUST-03183,Female,1,Yes,4,DSL,Month-to-month,Bank transfer,51.8,238.91,1.0,26.0,48967.0,2023-06-05,Yes
CUST-03184,Female,0,Yes,26,Fiber optic,Month-to-month,Electronic check,118.68,3022.45,0.0,37.0,53315.0,2021-05-05,No
CUST-03185,Female,0,Yes,4,No,Two year,Bank transfer,65.39,307.77,2.0,31.0,50631.0,2023-01-10,Yes
CUST-03186,Male,0,Yes,56,No,Month-to-month,Credit card,55.78,3058.64,0.0,60.0,22120.0,2024-05-21,No
CUST-03187,Female,0,Yes,6,DSL,Month-to-month,Bank transfer,65.51,424.99,2.0,25.0,68490.0,2022-02-17,No
CUST-03188,Male,0,No,8,Fiber optic,One year,Bank transfer,75.64,572.71,1.0,54.0,71634.0,2019-10-15,Yes
CUST-03189,Male,0,Yes,45,Fiber optic,One year,Credit card,84.76,3838.03,2.0,54.0,73821.0,2023-07-21,Yes
CUST-03190,Male,0,Yes,14,Fiber optic,Two year,Credit card,58.13,859.19,3.0,67.0,86504.0,2019-10-04,No
CUST-03191,Male,0,No,0,No,One year,Mailed check,,7.67,2.0,36.0,70433.0,2019-09-03,Yes
CUST-03192,Male,0,No,16,,One year,Credit card,115.3,1784.82,2.0,51.0,38329.0,2018-06-23,Yes
CUST-03193,Female,0,No,2,No,Month-to-month,Electronic check,95.19,145.54,3.0,73.0,46980.0,2018-07-04,No
CUST-03194,Male,0,Yes,72,Fiber optic,One year,Credit card,120.0,8603.57,1.0,33.0,,2023-07-14,Yes
CUST-03195,Male,0,No,21,DSL,One year,Electronic check,45.3,856.55,1.0,20.0,52293.0,2019-06-25,No
CUST-03196,Female,0,No,7,Fiber optic,Month-to-month,Mailed check,115.29,863.4,0.0,18.0,89226.0,2018-09-12,No
CUST-03197,Female,0,Yes,19,Fiber optic,One year,Credit card,41.28,789.83,0.0,51.0,72128.0,2020-04-06,No
CUST-03198,Male,0,No,1,Fiber optic,Month-to-month,Electronic check,75.61,18.83,2.0,18.0,170485.0,2022-07-30,Yes
CUST-03199,Female,0,No,38,DSL,Month-to-month,Electronic check,86.97,3377.64,1.0,36.0,184219.0,2020-03-06,No
CUST-03200,Female,0,No,62,DSL,Month-to-month,Bank transfer,49.68,3045.09,3.0,48.0,51420.0,2019-12-26,No
CUST-03201,Male,0,Yes,49,Fiber optic,Month-to-month,Bank transfer,67.64,3326.89,0.0,44.0,15000.0,2021-02-17,Yes
CUST-03202,Female,0,No,10,Fiber optic,One year,Electronic check,92.31,,2.0,47.0,102960.0,2018-02-19,No
CUST-03203,Male,1,Yes,9,No,Month-to-month,Mailed check,43.69,292.3,6.0,45.0,35446.0,2021-02-24,Yes
CUST-03204,Female,0,No,0,Fiber optic,Month-to-month,Mailed check,115.08,0.0,2.0,59.0,30306.0,2024-05-08,No
CUST-03205,Male,0,Yes,25,DSL,Month-to-month,Electronic check,23.46,564.08,1.0,28.0,38597.0,2023-02-16,No
CUST-03206,Male,0,No,18,Fiber optic,Month-to-month,Mailed check,120.0,2204.91,2.0,,37496.0,2018-06-15,Yes
CUST-03207,Male,0,No,14,Fiber optic,Month-to-month,Electronic check,95.04,1347.89,2.0,31.0,70782.0,2022-03-15,Yes
CUST-03208,Female,0,No,57,DSL,One year,Electronic check,62.31,3558.68,,53.0,19232.0,2020-12-16,No
CUST-03209,Male,0,Yes,4,DSL,Month-to-month,Bank transfer,52.92,111.18,0.0,54.0,25677.0,2023-04-20,No
CUST-03210,Female,0,Yes,0,DSL,Month-to-month,Credit card,49.79,63.5,0.0,48.0,60228.0,2018-08-19,Yes
CUST-03211,Female,0,No,1,DSL,One year,Bank transfer,60.93,72.11,2.0,,71236.0,2019-06-30,No
CUST-03212,Female,0,Yes,6,Fiber optic,One year,Electronic check,63.55,375.33,1.0,25.0,72036.0,2023-01-28,Yes
CUST-03213,Male,0,No,0,Fiber optic,Month-to-month,Bank transfer,102.66,56.62,2.0,65.0,30570.0,2023-06-13,No
CUST-03214,Male,0,No,16,DSL,Two year,Credit card,120.0,1982.37,0.0,63.0,27256.0,2021-05-25,No
CUST-03215,Male,0,Yes,9,Fiber optic,Two year,Mailed check,70.98,696.55,0.0,52.0,36171.0,2018-02-16,No
CUST-03216,Female,0,Yes,4,No,Month-to-month,Mailed check,39.63,146.17,0.0,66.0,56609.0,2023-09-25,No
CUST-03217,Male,1,Yes,33,Fiber optic,One year,Credit card,48.63,1554.62,2.0,18.0,119525.0,2020-06-15,No
CUST-03218,Female,0,Yes,5,Fiber optic,Month-to-month,Bank transfer,59.51,347.0,2.0,34.0,15000.0,2018-04-03,Yes
