hotel,is_canceled,lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,1,August,35,25,0,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Contract,156.0,0,2,Check-Out,27-08-2015
City Hotel,1,12,August,35,25,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,12.0,0,1,Canceled,20-08-2015
City Hotel,0,50,August,35,25,0,4,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1.0,0,Transient-Party,60.0,0,0,Check-Out,29-08-2015
City Hotel,0,4,August,35,25,0,4,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,60.0,0,0,Check-Out,29-08-2015
City Hotel,0,6,August,35,26,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Contract,97.0,0,2,Check-Out,27-08-2015
City Hotel,1,1,August,35,26,0,1,2,1.0,0,BB,PRT,Complementary,Direct,0,0,0,D,G,2,No Deposit,,0,Transient,0.0,0,2,No-Show,26-08-2015
City Hotel,0,2,August,35,26,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Contract,156.0,0,2,Check-Out,27-08-2015
City Hotel,0,1,August,35,26,0,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,G,2,No Deposit,,0,Transient,0.0,0,0,Check-Out,27-08-2015
City Hotel,0,2,August,35,26,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,27-08-2015
City Hotel,0,1,August,35,26,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,34.0,0,Transient,0.0,0,2,Check-Out,27-08-2015
City Hotel,0,0,August,35,26,0,1,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,0,Transient,151.0,0,0,Check-Out,27-08-2015
City Hotel,0,0,August,35,26,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,0,Transient,106.0,0,0,Check-Out,27-08-2015
City Hotel,0,55,August,35,26,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Check-Out,28-08-2015
City Hotel,1,55,August,35,26,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Canceled,24-08-2015
City Hotel,0,8,August,35,26,0,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Contract,90.0,0,2,Check-Out,28-08-2015
City Hotel,0,55,August,35,26,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,B,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Check-Out,28-08-2015
City Hotel,0,55,August,35,26,0,2,2,0.0,1,BB,ESP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1.0,0,Transient-Party,62.0,0,1,Check-Out,28-08-2015
City Hotel,0,55,August,35,26,0,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,0,Transient-Party,60.0,0,0,Check-Out,28-08-2015
City Hotel,0,55,August,35,26,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,0.0,0,0,Check-Out,28-08-2015
City Hotel,0,55,August,35,26,0,2,3,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,E,1,No Deposit,1.0,0,Transient-Party,84.0,0,1,Check-Out,28-08-2015
City Hotel,1,2,August,35,26,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Canceled,24-08-2015
City Hotel,0,55,August,35,26,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Check-Out,28-08-2015
City Hotel,0,0,August,35,26,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,14.0,0,Transient,148.0,0,0,Check-Out,28-08-2015
City Hotel,0,55,August,35,26,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Check-Out,28-08-2015
City Hotel,0,55,August,35,26,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Check-Out,28-08-2015
City Hotel,1,5,August,35,26,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,0,Transient,65.0,0,0,No-Show,26-08-2015
City Hotel,0,55,August,35,26,0,2,3,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,E,1,No Deposit,1.0,0,Transient-Party,84.0,0,0,Check-Out,28-08-2015
City Hotel,0,55,August,35,26,0,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,0.0,0,0,Check-Out,28-08-2015
City Hotel,0,7,August,35,26,0,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,90.0,0,2,Check-Out,28-08-2015
City Hotel,0,1,August,35,26,0,3,2,1.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,13.0,0,Transient,99.3,0,0,Check-Out,29-08-2015
City Hotel,0,18,August,35,26,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,93.0,1,0,Check-Out,29-08-2015
City Hotel,0,8,August,35,26,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,0,Contract,90.0,0,2,Check-Out,30-08-2015
City Hotel,1,118,August,35,26,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,58.9,0,1,Canceled,1/5/2015
City Hotel,0,7,August,35,26,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,90.0,0,2,Check-Out,30-08-2015
City Hotel,0,14,August,35,26,0,4,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,75.0,0,1,Check-Out,30-08-2015
City Hotel,0,1,August,35,26,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,110.8,0,1,Check-Out,31-08-2015
City Hotel,0,13,August,35,27,0,1,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9.0,0,Transient,153.0,0,2,Check-Out,28-08-2015
City Hotel,0,0,August,35,27,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,122.0,0,2,Check-Out,28-08-2015
City Hotel,1,1,August,35,27,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,0,Transient,160.0,0,0,Canceled,26-08-2015
City Hotel,0,8,August,35,27,0,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Contract,90.0,0,1,Check-Out,28-08-2015
City Hotel,1,15,August,35,27,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,80.0,0,1,Canceled,25-08-2015
City Hotel,0,15,August,35,27,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,90.0,0,1,Check-Out,29-08-2015
City Hotel,0,2,August,35,27,0,2,1,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,67.0,0,0,Check-Out,29-08-2015
City Hotel,0,4,August,35,27,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,0,Transient,79.0,0,2,Check-Out,29-08-2015
City Hotel,0,17,August,35,27,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Transient,90.0,0,1,Check-Out,1/9/2015
City Hotel,0,12,August,35,27,2,3,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,0,Transient,90.0,0,2,Check-Out,1/9/2015
City Hotel,0,17,August,35,27,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Contract,105.0,0,2,Check-Out,1/9/2015
City Hotel,1,13,August,35,27,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,0,Transient,85.29,0,1,Canceled,19-08-2015
City Hotel,1,15,August,35,27,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,0,Transient,85.29,0,1,Canceled,19-08-2015
City Hotel,0,119,August,35,27,2,6,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Transient,82.87,0,1,Check-Out,4/9/2015
City Hotel,1,0,August,35,27,2,6,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,0,Transient,62.8,0,0,Canceled,27-08-2015
City Hotel,1,10,August,35,28,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Contract,80.0,0,1,Canceled,27-08-2015
City Hotel,0,15,August,35,28,0,1,0,2.0,0,BB,PRT,Complementary,Direct,0,0,0,B,B,0,No Deposit,,0,Transient,0.0,0,1,Check-Out,29-08-2015
City Hotel,0,24,August,35,28,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,75.0,1,1,Check-Out,29-08-2015
City Hotel,1,10,August,35,28,0,1,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,90.0,0,2,Canceled,27-08-2015
City Hotel,0,15,August,35,28,0,1,2,0.0,1,BB,PRT,Complementary,Direct,0,0,0,B,B,0,No Deposit,,0,Transient,0.0,0,4,Check-Out,29-08-2015
City Hotel,0,0,August,35,28,0,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Transient,96.0,0,2,Check-Out,29-08-2015
City Hotel,1,11,August,35,28,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,90.0,0,2,Canceled,26-08-2015
City Hotel,0,11,August,35,28,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Contract,81.0,0,2,Check-Out,30-08-2015
City Hotel,0,2,August,35,28,0,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Contract,123.5,0,3,Check-Out,30-08-2015
City Hotel,0,11,August,35,28,0,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,79.0,0,0,Check-Out,30-08-2015
City Hotel,1,11,August,35,28,0,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Contract,153.0,0,2,Canceled,27-08-2015
City Hotel,1,162,August,35,28,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Transient,76.5,0,1,Canceled,4/5/2015
City Hotel,0,1,August,35,28,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,106.0,0,2,Check-Out,31-08-2015
City Hotel,0,11,August,35,28,2,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,85.0,0,0,Check-Out,1/9/2015
City Hotel,1,148,August,35,28,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,79.9,0,2,Canceled,28-05-2015
City Hotel,0,8,August,35,28,2,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,105.67,0,2,Check-Out,3/9/2015
City Hotel,0,4,August,35,28,2,6,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,75.0,0,1,Check-Out,5/9/2015
City Hotel,1,17,August,35,28,4,10,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,97.77,0,1,Canceled,11/8/2015
City Hotel,0,3,August,35,29,0,1,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Contract,156.0,0,0,Check-Out,30-08-2015
City Hotel,0,10,August,35,29,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,0,Transient,67.0,0,0,Check-Out,30-08-2015
City Hotel,1,11,August,35,29,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,90.0,0,2,Canceled,18-08-2015
City Hotel,0,1,August,35,29,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Contract,106.0,1,2,Check-Out,30-08-2015
City Hotel,1,12,August,35,29,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Contract,90.0,0,2,Canceled,26-08-2015
City Hotel,0,17,August,35,29,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Transient-Party,90.0,0,1,Check-Out,30-08-2015
City Hotel,0,3,August,35,29,0,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,,0,Transient,90.0,0,2,Check-Out,30-08-2015
City Hotel,0,11,August,35,29,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,90.0,0,1,Check-Out,30-08-2015
City Hotel,0,17,August,35,29,0,1,2,2.0,1,BB,PRT,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,0,Transient-Party,153.0,0,2,Check-Out,30-08-2015
City Hotel,0,0,August,35,29,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,0,Transient,106.0,0,0,Check-Out,30-08-2015
City Hotel,0,16,August,35,29,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,90.0,0,2,Check-Out,31-08-2015
City Hotel,0,0,August,35,29,1,1,1,0.0,0,BB,AGO,Direct,Direct,0,0,0,A,A,0,No Deposit,,0,Transient,96.0,0,0,Check-Out,31-08-2015
City Hotel,0,15,August,35,29,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,0,Transient,75.0,0,1,Check-Out,31-08-2015
City Hotel,0,15,August,35,29,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,0,Transient,75.0,0,1,Check-Out,31-08-2015
City Hotel,1,15,August,35,29,1,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Contract,153.0,0,0,Canceled,24-08-2015
City Hotel,0,16,August,35,29,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,90.0,0,2,Check-Out,31-08-2015
City Hotel,0,145,August,35,29,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,0,Transient-Party,94.5,0,0,Check-Out,1/9/2015
City Hotel,1,145,August,35,29,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,0,Transient-Party,94.5,0,0,Canceled,20-08-2015
City Hotel,0,12,August,35,29,2,1,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,105.0,0,1,Check-Out,1/9/2015
City Hotel,0,145,August,35,29,2,1,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,17.0,0,Transient-Party,72.5,0,0,Check-Out,1/9/2015
City Hotel,0,145,August,35,29,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,17.0,0,Transient-Party,94.5,0,0,Check-Out,1/9/2015
City Hotel,0,145,August,35,29,2,1,3,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,17.0,0,Transient-Party,138.5,0,1,Check-Out,1/9/2015
City Hotel,0,1,August,35,29,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,0,Transient-Party,47.25,0,0,Check-Out,1/9/2015
City Hotel,0,145,August,35,29,2,1,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,0,Transient-Party,36.25,0,0,Check-Out,1/9/2015
City Hotel,1,145,August,35,29,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,0,Transient-Party,94.5,0,0,Canceled,25-08-2015
City Hotel,0,10,August,35,29,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Contract,90.0,0,1,Check-Out,1/9/2015
City Hotel,0,1,August,35,29,2,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,96.0,0,0,Check-Out,1/9/2015
City Hotel,0,0,August,35,29,2,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,0,Transient,121.0,0,1,Check-Out,1/9/2015
City Hotel,0,5,August,35,29,2,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,0,Transient,89.0,0,0,Check-Out,2/9/2015
City Hotel,1,10,August,35,29,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Contract,156.0,0,1,Canceled,21-08-2015
City Hotel,1,149,August,35,29,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,80.75,0,0,Canceled,24-08-2015
City Hotel,1,17,August,35,29,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Transient,97.5,0,1,Canceled,19-08-2015
City Hotel,1,17,August,35,29,2,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Transient,87.5,0,1,Canceled,19-08-2015
City Hotel,0,0,August,35,29,2,5,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,99.14,0,0,Check-Out,5/9/2015
City Hotel,1,18,August,35,29,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,98.57,0,2,Canceled,24-08-2015
City Hotel,0,14,August,35,29,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,79.0,0,0,Check-Out,5/9/2015
City Hotel,0,0,August,36,30,0,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,0,Transient,0.0,0,0,Check-Out,30-08-2015
City Hotel,0,12,August,36,30,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,79.0,0,0,Check-Out,31-08-2015
City Hotel,0,2,August,36,30,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,96.0,0,1,Check-Out,31-08-2015
City Hotel,0,2,August,36,30,1,0,1,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,D,1,No Deposit,37.0,0,Transient-Party,65.0,0,2,Check-Out,31-08-2015
City Hotel,1,12,August,36,30,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,79.0,0,0,Canceled,19-08-2015
City Hotel,1,12,August,36,30,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,90.0,0,2,Canceled,18-08-2015
City Hotel,1,2,August,36,30,1,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,0,Transient-Party,65.0,0,1,Canceled,28-08-2015
City Hotel,0,2,August,36,30,1,0,1,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,0,Transient-Party,65.0,0,2,Check-Out,31-08-2015
City Hotel,1,104,August,36,30,2,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,90.0,0,0,Canceled,22-07-2015
City Hotel,0,1,August,36,30,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,0,Transient,114.0,0,0,Check-Out,3/9/2015
City Hotel,0,6,August,36,30,2,2,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,95.5,0,2,Check-Out,3/9/2015
City Hotel,0,13,August,36,30,2,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,99.0,0,2,Check-Out,4/9/2015
City Hotel,0,6,August,36,30,2,3,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,94.0,0,1,Check-Out,4/9/2015
City Hotel,1,18,August,36,30,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,89.0,0,1,Canceled,19-08-2015
City Hotel,0,5,August,36,30,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,110.71,0,1,Check-Out,6/9/2015
City Hotel,0,0,August,36,31,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,,0,Transient,85.0,0,0,Check-Out,1/9/2015
City Hotel,0,4,August,36,31,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,1/9/2015
City Hotel,0,0,August,36,31,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,0,Transient,85.0,0,0,Check-Out,1/9/2015
City Hotel,0,0,August,36,31,1,0,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,E,0,No Deposit,,0,Transient,126.0,0,0,Check-Out,1/9/2015
City Hotel,0,0,August,36,31,1,0,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Transient,106.0,0,0,Check-Out,1/9/2015
City Hotel,0,145,August,36,31,1,2,2,0.0,0,HB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,105.0,0,0,Check-Out,3/9/2015
City Hotel,1,145,August,36,31,1,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,90.0,0,0,Canceled,24-08-2015
City Hotel,0,145,August,36,31,1,2,2,0.0,0,HB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,80.0,0,1,Check-Out,3/9/2015
City Hotel,0,0,August,36,31,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,0,Transient,65.0,0,0,Check-Out,3/9/2015
City Hotel,0,7,August,36,31,1,2,1,0.0,0,HB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,60.0,0,0,Check-Out,3/9/2015
City Hotel,0,7,August,36,31,1,2,1,0.0,0,HB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient,60.0,0,0,Check-Out,3/9/2015
City Hotel,0,7,August,36,31,1,2,1,0.0,0,HB,ISR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,0,Transient-Party,60.0,0,0,Check-Out,3/9/2015
City Hotel,1,145,August,36,31,1,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,80.0,0,0,Canceled,24-08-2015
City Hotel,0,0,August,36,31,1,2,2,2.0,0,BB,VEN,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Contract,155.33,0,0,Check-Out,3/9/2015
City Hotel,0,12,August,36,31,1,2,1,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,90.0,0,1,Check-Out,3/9/2015
City Hotel,0,0,August,36,31,1,2,1,0.0,0,BB,ESP,Corporate,Direct,0,0,0,A,A,1,No Deposit,,0,Transient,95.5,0,0,Check-Out,3/9/2015
City Hotel,0,7,August,36,31,1,2,1,0.0,0,HB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,0.0,0,0,Check-Out,3/9/2015
City Hotel,0,145,August,36,31,1,2,2,0.0,0,HB,ISR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,0,Transient-Party,80.0,0,1,Check-Out,3/9/2015
City Hotel,0,3,August,36,31,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,105.33,1,1,Check-Out,3/9/2015
City Hotel,0,0,August,36,31,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,8.0,0,Transient,96.33,0,1,Check-Out,3/9/2015
City Hotel,0,0,August,36,31,1,3,1,0.0,0,BB,RUS,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient,0.0,0,0,Check-Out,4/9/2015
City Hotel,0,5,August,36,31,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,105.25,0,2,Check-Out,4/9/2015
City Hotel,0,13,August,36,31,1,3,2,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,75.0,0,0,Check-Out,4/9/2015
City Hotel,1,21,August,36,31,1,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,91.25,0,1,Canceled,11/8/2015
City Hotel,0,5,August,36,31,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Contract,155.25,0,1,Check-Out,4/9/2015
City Hotel,1,18,August,36,31,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,101.25,0,1,Canceled,18-08-2015
